lalowihalf,lakidshalf,lahunvhalf,lalowi1,lakids1,lahunv1,lalowi10,lakids10,lahunv10,lalowi20,lakids20,lahunv20,State,County,Urban,Rural
1319.207375,1339.999996,69.885396,1313.641452,1332.519535,69.885396,518.9903938,307.4599291,55.70723568,213.2970526,99.01373668,29.69031268,CA,San Luis Obispo,No,Yes
537.1572618,331.0000004,14.48387122,537.1572618,331.0000004,14.48387122,503.1711317,316.9053081,13.43982299,84.312447,41.89689548,2.555190321,CA,Santa Barbara,No,Yes
1518.473394,950.0000087,71.95526528,1518.473394,950.0000087,71.95526528,907.8473269,491.8842295,45.06360618,0.879526574,0.616961208,0.035130764,CA,Shasta,No,Yes
883.4446801,449.9999981,35.21490457,883.4446801,449.9999981,35.21490457,31.07175877,8.887221687,1.17429851,22.22299611,7.999999756,0.864447485,CA,Siskiyou,No,Yes
1070.467282,481.999997,40.10582007,1070.467282,481.999997,40.10582007,1021.693167,467.7729788,37.85352249,332.5448767,157.5834911,11.57465671,CA,Siskiyou,No,Yes
1723.224104,827.9999956,101.2259498,1723.224104,827.9999956,101.2259498,767.8215386,303.4721585,50.63414853,37.36340923,7.456520797,4.74052591,CA,Siskiyou,No,Yes
804.6639167,291.0273773,73.19172055,631.7628284,236.5801302,57.28428649,285.5207637,104.9800183,28.33815125,61.38312667,30.99589894,8.190411206,CA,Siskiyou,No,Yes
1011.21192,543.8096158,34.2023086,879.73202,484.22231,25.82470774,170.2775485,44.04799675,1.752126094,84.19685468,19.40504109,0.750245156,CA,Siskiyou,No,Yes
643.494554,219.0000016,37.88043455,643.494554,219.0000016,37.88043455,61.01583086,8.400449093,4.353266967,26.03207221,2.99999993,2.010869558,CA,Siskiyou,No,Yes
2144.426644,912.9999984,34.7731298,2144.426644,912.9999984,34.7731298,1371.282723,435.3264569,19.13158256,111.2790507,22.00997868,1.093455999,CA,Tehama,No,Yes
1276.871111,479.5980878,22.16030732,1253.308177,464.7832217,21.61212961,219.9252309,53.13600713,4.112696869,18.6395176,1.00000006,0.367346941,CA,Trinity,No,Yes
1244.766177,854.0638888,36.14595821,967.80987,607.6760162,21.4034394,49.69873868,48.00000053,1.249354871,26.88043413,32.29871494,0.627016576,CA,Trinity,No,Yes
1089.023216,356.9999995,7.538461331,1085.63348,356.0645655,7.538461331,279.6802033,92.6982292,3.347054664,10.10643807,5.725520595,0.093284839,CA,Trinity,No,Yes
1286.454006,998.0016796,70.68620705,981.5912428,746.5112507,64.2709807,110.4830189,57.59507537,20.03256194,4.708166091,3.690234767,0.68230461,CA,Tuolumne,Yes,No
317.8357635,129.9999976,12.4639176,317.8357635,129.9999976,12.4639176,105.7205043,46.65366132,3.99351168,21.12864834,12.56522282,0.657571205,CA,Ventura,No,Yes
749.2937139,1256.000009,15.46781163,749.2937139,1256.000009,15.46781163,104.2960008,164.7129392,2.766331233,6.797278039,7.644369697,0.233016344,CO,Adams,No,Yes
639.5030551,444.9999992,44.50602969,638.7025913,444.9999992,44.4345987,316.6867557,210.6493658,21.99483241,17.57329526,5.155849697,1.774326034,CO,Alamosa,No,Yes
779.9882874,1346.455195,51.65236018,724.4984636,1219.793612,51.51240995,264.120571,264.9928984,29.39554772,1.307313694,1.099169143,0.179266254,CO,Arapahoe,No,Yes
377.9818858,294.3061391,15.74373058,325.5798032,238.4467947,12.9882863,35.31099125,24.15434109,3.485507466,0.201173046,0.056140407,0.024428179,CO,Archuleta,No,Yes
2699.02799,876.5602106,91.88517676,1558.390765,535.6350398,40.06286215,273.1269082,217.0864149,4.477873493,18.30329449,13.96813166,0.285544472,CO,Bent,No,Yes
432.4865924,393.0184172,25.9583707,304.2847819,262.769188,25.5602573,212.1374915,156.1996024,19.80362716,164.0361664,112.6792718,16.49056691,CO,Cheyenne,No,Yes
815.6603441,352.0000013,46.51449373,815.6603441,352.0000013,46.51449373,814.6535839,351.3955586,46.47590541,470.7387263,191.4896798,31.92545759,CO,Costilla,No,Yes
1135.84728,383.999999,90.83707735,1135.84728,383.999999,90.83707735,1135.84728,383.999999,90.83707735,1093.37496,377.5382727,86.53471263,CO,Costilla,No,Yes
825.3421869,478.9999966,14.70676685,825.3421869,478.9999966,14.70676685,757.3493956,445.3320813,11.97181437,510.674708,332.4412494,3.36524596,CO,Elbert,No,Yes
336.873169,378.0000018,28.73878684,336.873169,378.0000018,28.73878684,270.1495317,314.490627,19.40684286,21.64553352,22.84195825,1.700165518,CO,Elbert,No,Yes
1727.913226,1736.99999,40.90377829,1727.913226,1736.99999,40.90377829,1358.486363,1282.736212,38.0549872,244.9172516,225.4558348,10.41656444,CO,El Paso,No,Yes
1785.297913,1188.999996,82.29293066,1785.297913,1188.999996,82.29293066,1781.246122,1186.241462,82.29293066,820.1323505,505.075017,43.12268271,CO,El Paso,No,Yes
1867.446072,1669.448166,46.9568725,1698.343927,1408.353668,44.11276747,49.2369123,17.9999998,3.181942155,21.13582926,9.208299012,1.310951211,CO,Garfield,No,Yes
636.9914774,752.9999982,54.42748119,636.9914774,752.9999982,54.42748119,635.3945004,748.1694601,54.42748119,603.9856552,619.704596,54.42748119,CO,Grand,No,Yes
176.5356685,154.0000019,25.75084201,176.5356685,154.0000019,25.75084201,161.0488361,126.4121276,22.08348902,75.0906383,21.69476462,0.279551761,CO,Gunnison,No,Yes
970.3085915,500.000002,64.40940646,970.3085915,500.000002,64.40940646,752.9901618,387.0245711,47.43175541,224.6571326,84.55073098,13.43057081,CO,Huerfano,No,Yes
498.1753612,314.0000007,20.51137108,498.1753612,314.0000007,20.51137108,498.1753612,314.0000007,20.51137108,484.0820914,305.4389679,20.37814475,CO,Kiowa,No,Yes
967.0785886,573.0938016,46.46763154,557.2850689,340.8743453,22.18940767,95.64224241,62.13914818,3.751572586,0.809558068,0.7775233,0.00099517,CO,Kit Carson,No,Yes
481.3585794,413.9999996,9.106481379,481.3585794,413.9999996,9.106481379,472.9498016,406.1225973,8.735721504,71.94791356,62.63997571,0.432374263,CO,Kit Carson,No,Yes
229.2194559,139.9607779,13.56327883,178.5539724,115.8232056,8.264214606,126.391757,84.47147018,5.524502923,9.086157171,6.5141275,0.396502119,CO,Kit Carson,No,Yes
1228.798428,1226.000002,26.30540365,1228.798428,1226.000002,26.30540365,624.6969827,701.440287,8.807615564,0.413135535,0.560283187,0.00589624,CO,La Plata,No,Yes
363.4452466,125.9999994,10.74733095,363.4452466,125.9999994,10.74733095,363.4452466,125.9999994,10.74733095,274.4436996,94.89929781,9.445168565,CO,Larimer,No,Yes
657.1928129,427.9999961,13.47079042,657.1928129,427.9999961,13.47079042,357.7206525,208.1575739,13.03785265,68.06462835,13.83195837,1.159138794,CO,Larimer,No,Yes
769.4566773,581.9999953,8.539772449,769.4566773,581.9999953,8.539772449,149.8374869,115.9830588,1.776844561,65.14106601,45.52912941,0.792936749,CO,Larimer,No,Yes
1883.282238,952.9999955,167.6004904,1385.422873,704.0681671,130.4090059,267.465294,181.4605685,10.52405544,16.10706356,5.95489661,0.672115788,CO,Las Animas,No,Yes
719.8240006,325.8546062,40.13425203,679.5958951,307.6627432,39.84011415,364.4418988,187.3905125,31.66679248,113.5055227,50.52382149,12.36458483,CO,Las Animas,No,Yes
666.6165257,521.8632591,42.925484,653.0105953,512.9316417,42.18849749,447.1210741,259.9107505,21.0164371,223.1578454,131.5768323,11.3669854,CO,Las Animas,No,Yes
825.5240676,434.2626859,60.22517983,464.3685365,160.0282315,15.4762748,30.5195486,39.3580482,3.510237295,5.020185846,7.435235418,0.6446498,CO,Lincoln,No,Yes
459.9112937,326.7357892,16.32914711,402.5649438,301.226632,15.95852921,339.1450175,258.8518654,13.55456558,195.9015251,157.7491262,7.409245832,CO,Lincoln,No,Yes
354.5900159,235.9999994,13.79193233,354.5900159,235.9999994,13.79193233,349.6436693,233.1495654,13.55494672,14.98864398,5.495068978,0.614539478,CO,Logan,No,Yes
567.7055825,557.9999972,28.77075601,567.7055825,557.9999972,28.77075601,332.0563845,336.9166804,16.98016156,2.307882901,0.999377258,0.165641053,CO,Logan,No,Yes
1170.871385,411.9999981,7.36039597,1170.871385,411.9999981,7.36039597,386.4143535,295.5141266,6.246914995,106.5042977,66.89001846,1.988378368,CO,Logan,No,Yes
1069.243755,722.0000028,30.15714901,1069.243755,722.0000028,30.15714901,996.6182398,691.6782284,28.95090957,2.718961864,4.252456202,0.152073544,CO,Mesa,No,Yes
1039.004057,529.0000031,44.31919177,1039.004057,529.0000031,44.31919177,976.8627946,511.8687169,39.90994536,0.383413928,0.148015093,0.021620255,CO,Montezuma,No,Yes
950.078919,608.3841403,34.32893251,781.8540044,505.5928934,23.53478195,55.45162819,21.38844567,3.898290681,6.325533545,2.528189891,0.374622652,CO,Montezuma,No,Yes
772.7744325,607.0000008,30.55799471,772.7744325,607.0000008,30.55799471,249.7108001,223.344732,10.97921349,13.75700117,11.62844661,0.527563617,CO,Montezuma,No,Yes
712.4128002,529.7541237,12.39254797,641.9093433,455.4209211,10.92753727,101.332766,52.77958126,2.404388646,66.95111625,32.09472953,1.571183584,CO,Montrose,No,Yes
526.3086426,657.9999973,22.04677499,525.7688504,655.9694704,22.00204973,112.9100312,94.68625355,4.010830564,0.611551828,0.281078139,0.034572147,CO,Morgan,No,Yes
622.0787013,290.9999976,16.43002019,622.0787013,290.9999976,16.43002019,121.9103488,40.35568131,3.5709635,10.35988591,4.497803036,0.349445066,CO,Otero,No,Yes
353.0260493,820.9999947,88.57842012,353.0260493,820.9999947,88.57842012,153.8868463,480.1502281,67.95914677,0.338688452,0.995382088,0.250218677,CO,Park,No,Yes
798.9438437,305.0354307,173.7997447,792.8359184,302.9744122,172.1220846,442.5799184,128.2453831,121.9274926,22.73258689,14.51474208,5.559484522,CO,Park,No,Yes
402.3611006,351.0000018,29.31176482,402.3611006,351.0000018,29.31176482,371.3469626,330.2029055,27.98863759,1.176115223,0.627774045,0.015693798,CO,Phillips,No,Yes
626.0836879,368.0000017,21.24027761,626.0836879,368.0000017,21.24027761,626.0836879,368.0000017,21.24027761,616.2230687,356.0311316,20.55969271,CO,Prowers,No,Yes
1084.646504,595.9999991,6.805194682,1028.651795,569.7246744,6.805194682,565.9018614,300.4875714,6.398671266,30.92891754,5.945992915,0.47826267,CO,Prowers,No,Yes
1387.783849,1004.000005,15.00166381,1387.783849,1004.000005,15.00166381,1379.139785,997.9907812,15.00166381,1134.406616,873.0792531,14.57837071,CO,Pueblo,No,Yes
1366.7282,619.0000001,134.5171778,1366.7282,619.0000001,134.5171778,255.5904205,121.7735581,38.53934855,28.52023219,13.86328945,4.095112731,CO,Pueblo,No,Yes
706.318162,613.4869619,35.25812498,402.54265,330.0083226,26.79351391,123.5712649,89.87311311,8.826109826,33.75420619,9.470335317,2.726833945,CO,Rio Blanco,No,Yes
530.7487501,437.5004881,9.123331906,526.9478461,431.5480839,9.005543603,301.4332935,223.8637456,3.217790356,94.76934066,59.55370258,0.511936664,CO,Routt,No,Yes
245.0434073,428.0000005,20.32526883,245.0434073,428.0000005,20.32526883,56.24899706,71.10909276,4.161663937,11.4339978,12.27763423,0.650353419,CO,Routt,No,Yes
1436.747085,516.9999975,51.77659773,1436.747085,516.9999975,51.77659773,1430.612415,514.8808163,51.54129944,713.4674189,291.9162989,36.659044,CO,Saguache,No,Yes
1764.6506,898.9999931,62.28084966,1764.6506,898.9999931,62.28084966,1712.287849,866.853481,62.07138035,13.31713537,12.58439333,0.048915957,CO,Saguache,No,Yes
477.1480332,284.3553582,16.47344527,345.0788201,220.7719862,10.82979755,107.9821653,79.17797105,2.570733366,2.084541601,1.287043119,0.042952417,CO,Sedgwick,No,Yes
822.056038,543.0000008,65.19760984,822.056038,543.0000008,65.19760984,774.6284113,516.4992322,59.90505955,372.4849379,248.2431189,22.50011304,CO,Washington,No,Yes
1490.195129,1207.000003,14.17734152,1490.195129,1207.000003,14.17734152,1025.141143,804.0010082,10.29558511,330.8531597,293.5581949,3.769043483,CO,Weld,No,Yes
1538.184055,995.3195846,28.35527887,989.041382,666.2736225,15.67023604,406.7931072,325.5828371,4.952326105,154.8583594,134.4634862,0.819208612,CO,Yuma,No,Yes
1368.761946,1062.041478,72.93163984,550.9699557,506.6588075,23.5797401,277.8858424,277.1560202,11.56061207,152.5492989,98.80863004,3.623084079,CO,Yuma,No,Yes
3567.516884,1803.999985,76.96311931,3567.516884,1803.999985,76.96311931,2079.33474,879.0335027,43.8254495,21.95217671,10.10208821,0.877527406,FL,Baker,No,Yes
2071.259299,1057.188654,40.06602941,1886.253001,1009.611887,38.08820885,631.4258754,285.0853269,24.4081944,524.2002573,241.2703084,13.50941139,FL,Collier,No,Yes
1169.260303,465.9124599,51.52066133,806.657875,311.7568744,37.61095581,61.66604411,20.16963067,2.337034928,0.006602451,0.012370945,0.0017129,FL,DeSoto,No,Yes
4569.680236,2242.000008,233.939357,4569.680236,2242.000008,233.939357,41.20441987,10.00000018,3.170461462,4.690005777,1.00601038,0.397350764,FL,Indian River,No,Yes
2310.26267,820.0000083,218.814815,2310.26267,820.0000083,218.814815,1174.044038,387.5026472,101.1569396,0.009820987,0.004849399,0.001097309,FL,Jefferson,No,Yes
1452.512288,497.1761339,63.48405755,1435.045169,493.7799029,63.48405755,1009.439848,380.008061,63.48405755,231.7529445,77.26838839,39.44623399,FL,Levy,No,Yes
4632.798838,2102,80.52602541,4632.619453,2101.970128,80.51272295,10.3444577,1.804640576,0.892921084,2.605117562,0.454475333,0.224870599,FL,Miami-Dade,No,Yes
1577.013579,734.999999,12.17777779,1577.013579,734.999999,12.17777779,1577.013579,734.999999,12.17777779,756.1919184,333.3634222,8.903677444,FL,Okeechobee,No,Yes
1940.309649,1827.999991,65.91187866,1940.309649,1827.999991,65.91187866,1306.737661,720.1858119,48.34796451,400.3363019,184.8663027,13.9012251,FL,Osceola,No,Yes
1034.761801,270.0000043,32.75098383,1029.440045,268.2648523,32.65852635,227.6267907,99.13757568,14.9264083,15.81103463,8.71897345,1.136496853,FL,Polk,No,Yes
1455.83026,527.0453285,95.1666421,1156.070216,438.7540343,24.97806267,441.8603196,39.88101839,3.485026738,53.0720976,11.67496908,2.128133784,FL,Polk,No,Yes
2753.618811,963.0000023,30.7387829,2753.618811,963.0000023,30.7387829,2751.536051,962.0116828,30.64383886,1.219940818,0.633608959,0.012580525,FL,Washington,No,Yes
840.8593582,405.0743706,22.39611975,642.2735098,304.0653326,17.27004076,105.7368022,50.52882011,2.858455414,8.526120578,3.966058915,0.258451993,GA,Echols,No,Yes
3759.621466,1802.828303,101.4037616,3188.543408,1550.973714,96.0233777,810.2026598,349.7573794,43.75122753,56.17383559,10.12428814,4.975415824,HI,Hawaii,No,Yes
2059.421014,604.0000038,16.86137264,2059.289255,603.7436073,16.85749784,35.52386031,39.83316146,0.834642413,0.532825746,1.118472472,0.00875838,ID,Ada,No,Yes
481.9467687,234.0967163,7.147775775,468.2610249,228.9801675,6.941546133,66.25273048,33.99999981,0.973981472,3.893810679,1.611746688,0.053041053,ID,Adams,No,Yes
555.9693903,221.4104701,19.39515733,494.0282511,197.1615002,17.25232411,97.47362676,30.75808678,3.849691105,11.74872407,5.705338504,0.48023673,ID,Adams,No,Yes
1221.915167,1202.960245,44.2061735,1171.126283,1152.025449,42.04044988,884.2179932,808.0891177,25.31378393,2.703997217,2.160222465,0.098905795,ID,Bannock,No,Yes
1052.241812,692.7050721,36.73763301,399.0414873,299.0293097,16.58332311,52.56850288,37.61761623,3.298773614,0.479583536,0.01038042,0.045250255,ID,Bear Lake,No,Yes
846.1701581,652.0000025,17.1907579,846.1701581,652.0000025,17.1907579,487.914436,347.889569,6.686785057,83.8522823,36.40158494,2.653379931,ID,Bear Lake,No,Yes
1954.763487,1448.007968,24.76274321,1660.241697,1264.531623,19.9405666,525.4242706,431.8546716,8.728678622,25.69713524,14.0843419,0.709034448,ID,Bingham,No,Yes
1245.793938,1091.882606,42.91868777,885.9330059,852.6532063,29.83542605,350.5437956,450.0123389,18.7106634,123.3912294,163.5301279,9.414958804,ID,Blaine,No,Yes
2338.629354,1508.999993,77.94357129,2338.629354,1508.999993,77.94357129,2148.649425,1373.052399,77.70076421,1198.815916,676.6088574,49.89921325,ID,Boise,No,Yes
882.7867233,410.9999994,53.4191054,882.7867233,410.9999994,53.4191054,864.8383911,400.3758449,52.71800656,256.3164088,104.0882009,18.06983778,ID,Bonner,No,Yes
996.3536688,1505.000009,49.23700147,996.3536688,1505.000009,49.23700147,403.7308399,230.5338092,10.22711081,174.4766988,75.40929094,4.627014473,ID,Bonneville,No,Yes
766.3780205,584.8895966,8.279136695,669.5895501,526.6479378,6.680208337,267.2970148,199.2062398,3.455817101,111.8807382,82.06462053,1.726414035,ID,Butte,No,Yes
475.6013511,239.9999992,6.843091179,475.6013511,239.9999992,6.843091179,475.6013511,239.9999992,6.843091179,394.6647837,213.3616114,5.557771945,ID,Camas,No,Yes
1295.470256,984.1135554,36.93367113,1258.731892,953.310693,33.14563992,693.3007212,517.1717045,16.03957792,56.40704135,43.46877876,1.304271644,ID,Caribou,No,Yes
1458.508629,1044.000001,36.44861764,1458.508629,1044.000001,36.44861764,1351.035707,942.0076465,33.7651038,1041.184467,670.3583893,28.28374748,ID,Cassia,No,Yes
1241.73431,887.0000034,21.9615264,1241.73431,887.0000034,21.9615264,837.5644169,639.7096481,13.86050218,379.032364,296.0793531,6.007077658,ID,Cassia,No,Yes
1088.28902,602.8163074,28.37178693,896.8281119,468.5665377,19.97614311,370.5338602,159.9960822,4.782416854,151.3679157,36.40793595,0.822240767,ID,Custer,No,Yes
1149.952414,663.0000019,30.79117256,1149.952414,663.0000019,30.79117256,1147.561826,663.0000019,30.73309294,918.0934794,523.9816206,27.27144774,ID,Elmore,No,Yes
2313.129694,1942.402456,34.68387991,1855.44718,1587.118266,24.85860626,382.4974551,320.1862967,5.889254167,30.99849389,30.16796757,0.547411271,ID,Franklin,No,Yes
1587.759056,963.9999999,34.85274715,1587.759056,963.9999999,34.85274715,362.2459814,205.5526086,14.85386163,54.29408281,22.44774383,2.705538331,ID,Gem,No,Yes
1992.205517,842.6820528,27.93400723,1741.525706,755.4311163,22.17056253,237.2823163,172.966321,5.777091042,8.198700382,3.100651999,0.222735365,ID,Idaho,No,Yes
924.6947855,401.000001,15.9816176,924.6947855,401.000001,15.9816176,378.1658903,123.4180756,15.9816176,269.7115684,76.28609326,15.82700483,ID,Idaho,No,Yes
1137.498638,795.2448267,38.65733962,954.3599196,665.6064728,31.27893319,153.9360918,104.4899343,6.670067435,12.38773593,8.212765891,0.651172882,ID,Idaho,No,Yes
889.7191175,460.0000012,4.884297436,889.7191175,460.0000012,4.884297436,853.1133867,442.7676197,4.884297436,15.07662463,8.451653318,0.026038818,ID,Idaho,No,Yes
851.1267435,187.9999998,27.90630641,851.1267435,187.9999998,27.90630641,851.1267435,187.9999998,27.90630641,816.4339336,185.163872,26.77380842,ID,Idaho,No,Yes
1181.210882,528.0000005,57.36948152,1027.549916,476.6312849,55.01707041,113.2097432,24.98023022,2.118267453,90.29705671,16.10451828,1.522532608,ID,Lemhi,No,Yes
1051.242905,432.3999315,129.6008095,684.9883797,256.9834961,74.35267923,261.5559531,75.92222987,32.63717886,68.89809233,11.72079225,9.859867418,ID,Lemhi,No,Yes
981.0746043,478.0000003,9.063545148,978.7500995,476.0698561,9.063545148,658.8354084,221.5139701,9.060425211,347.4170884,125.5321225,2.691565969,ID,Lemhi,No,Yes
795.7417592,425.9999988,48.61152393,795.7417592,425.9999988,48.61152393,708.3388748,369.8392019,40.68614588,14.93082514,15.73917714,0.407348907,ID,Lewis,No,Yes
2188.249188,1698.999998,14.84345529,2188.249188,1698.999998,14.84345529,2123.301356,1665.011471,14.49668192,473.8085828,387.567217,0.497594727,ID,Lincoln,No,Yes
1596.450363,916.3989707,31.44401404,1532.187715,886.8938375,30.22690008,819.8342312,485.3048874,18.39613797,163.6594823,71.49897194,4.192767165,ID,Owyhee,No,Yes
614.1588076,465.000003,3.737704896,614.1588076,465.000003,3.737704896,337.446842,266.5737751,3.46114356,66.88522896,38.96718699,0.89049823,ID,Power,No,Yes
780.1597885,737.0000004,4.552058247,780.1597885,737.0000004,4.552058247,299.4896916,288.4299558,2.623446867,53.29533525,52.8560137,0.586808588,ID,Twin Falls,No,Yes
577.2908323,309.0191342,12.02657809,478.0430144,250.8805116,12.02657809,88.20492784,41.63960581,6.570684143,7.13057828,1.139461323,1.732737239,ID,Valley,No,Yes
770.8644911,299.0000019,20.96556667,770.8644911,299.0000019,20.96556667,766.0484488,297.1867009,20.87270366,126.8463905,45.01166771,1.420640227,ID,Washington,No,Yes
1163.150421,795.0807362,19.39738209,464.2921485,427.1957303,10.68861132,6.020376836,8.017975634,0.280701243,0.15703723,0.004260321,0.01697351,ID,Washington,No,Yes
616.5949747,511.0000016,32.99453528,616.5949747,511.0000016,32.99453528,615.562886,510.0453762,32.94782215,5.969691715,4.214547076,0.30036736,IA,Kossuth,No,Yes
1466.496248,951.9999992,98.60123503,1466.496248,951.9999992,98.60123503,1302.845853,810.6587674,92.37731329,74.56642146,55.63216633,4.904058718,IA,Van Buren,No,Yes
1358.382115,870.0000037,74.24879278,1358.382115,870.0000037,74.24879278,1358.382115,870.0000037,74.24879278,81.90396727,33.80265897,3.926583475,IA,Van Buren,No,Yes
291.1701409,177.2547349,10.36324329,245.2063315,134.8707491,9.19035237,44.29537604,27.07099353,1.662958293,2.406358796,1.99999996,0.112389597,KS,Barber,No,Yes
1727.946977,1324.999991,33.85936212,1727.946977,1324.999991,33.85936212,862.4113733,755.9775093,25.21926938,59.69035501,42.86580768,2.336263011,KS,Butler,No,Yes
910.8515417,528.0218742,34.98125498,859.3581815,504.2422991,32.15065827,291.5116468,235.7605459,16.53155524,0.725472495,0.284525345,0.000872258,KS,Chautauqua,No,Yes
1021.613954,580.9999991,39.73579841,1021.613954,580.9999991,39.73579841,1000.989891,569.1566963,38.95285872,916.1744817,518.5008123,36.96789439,KS,Cheyenne,No,Yes
686.1624008,558.9999999,16.19659282,686.1624008,558.9999999,16.19659282,686.1624008,558.9999999,16.19659282,632.4695983,504.5660491,15.23300231,KS,Clark,No,Yes
856.7715104,666.9999982,29.19140037,856.7715104,666.9999982,29.19140037,779.1894205,523.026779,29.02681187,69.59809321,31.05277444,2.762114881,KS,Cowley,No,Yes
436.719287,362.0000014,17.50276783,436.719287,362.0000014,17.50276783,151.8419447,112.9323696,3.057716463,7.869154622,7.442339208,0.026944103,KS,Edwards,No,Yes
1441.88174,615.0000018,34.65439321,1441.88174,615.0000018,34.65439321,1436.105428,610.1769012,34.56241981,615.3477159,261.7179382,17.48448458,KS,Elk,No,Yes
441.2311074,476.9999985,22.26860898,441.2311074,476.9999985,22.26860898,287.872875,317.0055541,14.65612501,2.011754646,1.860850985,0.088900796,KS,Ford,No,Yes
633.7266323,521.0000005,10.79691521,633.7266323,521.0000005,10.79691521,538.2178811,437.0006853,7.83514454,356.9011843,299.5491948,1.536278957,KS,Ford,No,Yes
482.2431085,404.000003,8.567307531,482.2431085,404.000003,8.567307531,482.2431085,404.000003,8.567307531,137.8175719,84.33276823,0.176802055,KS,Gove,No,Yes
286.8941899,265.9999992,11.57812426,286.8941899,265.9999992,11.57812426,286.8941899,265.9999992,11.57812426,258.0852289,244.2096401,10.68212581,KS,Greeley,No,Yes
634.0724426,483.0000019,50.60592394,633.7603185,483.0000019,50.51954612,554.0042214,400.0691126,39.03896121,4.955115538,9.986360136,0.972630975,KS,Greenwood,No,Yes
1284.69299,763.0000048,27.31326736,1284.69299,763.0000048,27.31326736,1284.69299,763.0000048,27.31326736,1209.575868,722.8719036,25.43884717,KS,Hamilton,No,Yes
1669.159512,1325.999999,79.04395221,1669.159512,1325.999999,79.04395221,1669.159512,1325.999999,79.04395221,1462.485283,1206.240062,75.02653987,KS,Haskell,No,Yes
640.3084804,459.9999984,25.50825947,640.3084804,459.9999984,25.50825947,635.7418667,459.6677469,25.33014174,492.4052385,372.3774736,19.52883801,KS,Hodgeman,No,Yes
1049.822683,837.0179484,58.1105959,510.2784964,481.5927642,42.10398807,106.8140496,100.3061729,9.706036002,7.363092905,6.014219066,0.756512722,KS,Kearny,No,Yes
1067.585641,549.9999988,46.9118,1067.585641,549.9999988,46.9118,1064.132024,548.3300449,46.89761888,908.5019915,476.9331184,45.61773126,KS,Kiowa,No,Yes
638.6502016,393.9999989,42.04135738,638.6502016,393.9999989,42.04135738,638.6502016,393.9999989,42.04135738,544.6646278,290.6394712,38.89817842,KS,Lane,No,Yes
567.5163492,377.075929,27.28131715,249.7332642,182.5223198,12.2530139,164.9762854,127.8105897,8.95472181,100.2930392,76.78424927,5.611836927,KS,Logan,No,Yes
1055.435408,845.9999971,22.12032473,1054.294636,845.9879806,22.10140234,891.2848453,714.5471716,18.84649728,3.103114317,0.470856944,0.072528947,KS,Meade,No,Yes
442.946656,433.46502,16.47308758,263.4597406,289.9570946,15.98078022,208.0193753,234.1726295,14.02267139,0.537283665,0.118265916,0.032688922,KS,Morton,No,Yes
284.7541746,270.6003482,9.924261726,281.9975966,265.6295367,9.736373663,193.0226248,190.5577422,6.424243658,2.011792672,3.374706177,0.1302206,KS,Ness,No,Yes
907.2542911,457.8197322,42.66534363,628.9194813,312.2804297,24.09467844,400.9035788,186.9098177,13.77720433,7.402124506,3.578230464,0.25164847,KS,Osborne,No,Yes
436.9841166,368.0000006,10.51132695,436.9841166,368.0000006,10.51132695,293.6690573,229.6372428,8.943731247,72.53624931,68.15561912,2.311160931,KS,Pawnee,No,Yes
1278.620862,1050.999999,56.52834382,1278.620862,1050.999999,56.52834382,1202.943114,1001.804136,56.01736908,53.34117416,68.55564162,9.366992626,KS,Pottawatomie,No,Yes
617.0892626,285.629575,32.13998854,469.0580661,230.7663328,18.03327882,306.583233,159.1303561,10.55338828,7.335994254,7.035614012,0.265758444,KS,Rawlins,No,Yes
1212.709473,588.9999992,31.60728077,1212.709473,588.9999992,31.60728077,1196.462114,584.8765118,31.45484637,54.75478092,24.00520897,0.686692545,KS,Reno,No,Yes
403.151721,223.9999997,8.797894116,403.151721,223.9999997,8.797894116,403.151721,223.9999997,8.797894116,172.9530537,93.31576928,3.137968183,KS,Rush,No,Yes
880.6541286,416.9999999,50.67609516,880.6541286,416.9999999,50.67609516,880.6541286,416.9999999,50.67609516,734.3143754,351.9999998,41.42377532,KS,Rush,No,Yes
694.2744168,445.9999991,73.40343084,694.2744168,445.9999991,73.40343084,532.1775289,282.6661784,60.98588774,163.5081334,85.95130202,22.48650615,KS,Russell,No,Yes
414.9726837,315.0000003,4.106463764,414.9726837,315.0000003,4.106463764,403.043762,310.2056464,3.900221444,153.1967187,106.0112835,2.078940168,KS,Sheridan,No,Yes
530.8866287,287.9999993,34.32557797,530.8866287,287.9999993,34.32557797,530.8866287,287.9999993,34.32557797,530.8866287,287.9999993,34.32557797,KS,Sheridan,No,Yes
461.4477527,240.9999992,27.08708528,461.4477527,240.9999992,27.08708528,327.7730836,148.1352432,11.857382,7.387197735,9.723681039,0.394128728,KS,Sherman,No,Yes
666.3473174,402.999999,26.90553462,666.3473174,402.999999,26.90553462,481.6098466,300.29565,19.72499839,0.973715558,0.22793751,0.023638425,KS,Smith,No,Yes
539.2297663,510.0000008,3.609999993,527.4750201,501.2967355,3.609999993,301.0836583,286.265609,2.367441326,9.671111895,5.984028929,0.090005798,KS,Thomas,No,Yes
1078.492258,1216,49.40669177,1078.325745,1215.554192,49.40611067,790.6579865,658.2138265,42.08465275,0.548187666,0.517826499,0.015272973,KS,Wabaunsee,No,Yes
662.7237405,575.9999982,39.81985819,662.7237405,575.9999982,39.81985819,565.5158673,440.4315638,37.64485138,48.84129763,14.21568474,5.120318846,KS,Wabaunsee,No,Yes
